"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL130830";"";"";"Small molecule";"";"407.43";"2";"2";"-1.51";"180.67";"11";"6";"2";"5";"N";"0.34";"12.39";"6.55";"-1.57";"-1.57";"2";"MOL";"-1";"29";"12";"7";"2";"407.1917";"0.16";"NEUTRAL";"C17H25N7O5";"CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O";"YZAFDLABYTZOPG-ADKDIUSASA-N";"InChI=1S/C17H25N7O5/c1-2-19-15(28)12-10(26)11(27)16(29-12)24-6-20-9-13(18)22-17(23-14(9)24)21-7-4-3-5-8(7)25/h6-8,10-12,16,25-27H,2-5H2,1H3,(H,19,28)(H3,18,21,22,23)/t7-,8-,10+,11-,12+,16-/m1/s1";"False";"-1";"['9']";"['(2S,3S,4R,5R)-5-[6-Amino-2-((1R,2R)-2-hydroxy-cyclopentylamino)-purin-9-yl]-3,4-dihydroxy-tetrahydro-furan-2-carboxylic acid ethylamide']"
"CHEMBL2312737";"";"";"Small molecule";"";"448.38";"4";"8";"-0.24";"190.28";"11";"7";"2";"4";"N";"0.26";"7.52";"None";"0.14";"-0.12";"3";"MOL";"-1";"32";"11";"7";"2";"448.1006";"2.02";"NEUTRAL";"C21H20O11";"O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c(O)c(O)c12";"VUGRLRAUZWGZJP-FLXYZCAYSA-N";"InChI=1S/C21H20O11/c22-7-14-17(26)19(28)20(29)21(32-14)31-13-6-12-15(18(27)16(13)25)10(24)5-11(30-12)8-1-3-9(23)4-2-8/h1-6,14,17,19-23,25-29H,7H2/t14-,17+,19+,20-,21-/m1/s1";"False";"-1";"['3c']";"['5,6-dihydroxy-2-(4-hydroxyphenyl)-7-((2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one']"
"CHEMBL2312739";"";"";"Small molecule";"";"448.38";"4";"8";"-0.24";"190.28";"11";"7";"2";"4";"N";"0.26";"7.52";"None";"0.14";"-0.12";"3";"MOL";"-1";"32";"11";"7";"2";"448.1006";"2.02";"NEUTRAL";"C21H20O11";"O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c12";"VUGRLRAUZWGZJP-IAAKTDFRSA-N";"InChI=1S/C21H20O11/c22-7-14-17(26)19(28)20(29)21(32-14)31-13-6-12-15(18(27)16(13)25)10(24)5-11(30-12)8-1-3-9(23)4-2-8/h1-6,14,17,19-23,25-29H,7H2/t14-,17-,19+,20-,21-/m1/s1";"False";"-1";"['3a']";"['5,6-dihydroxy-2-(4-hydroxyphenyl)-7-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one']"
"CHEMBL2312738";"";"";"Small molecule";"";"448.38";"4";"8";"-0.24";"190.28";"11";"7";"2";"4";"N";"0.26";"7.52";"None";"0.14";"-0.12";"3";"MOL";"-1";"32";"11";"7";"2";"448.1006";"2.02";"NEUTRAL";"C21H20O11";"O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)c(O)c12";"VUGRLRAUZWGZJP-STSJCENXSA-N";"InChI=1S/C21H20O11/c22-7-14-17(26)19(28)20(29)21(32-14)31-13-6-12-15(18(27)16(13)25)10(24)5-11(30-12)8-1-3-9(23)4-2-8/h1-6,14,17,19-23,25-29H,7H2/t14-,17-,19+,20+,21-/m1/s1";"False";"-1";"['3b']";"['5,6-dihydroxy-2-(4-hydroxyphenyl)-7-((2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one']"
"CHEMBL1232205";"";"";"Small molecule";"";"427.20";"2";"4";"-1.42";"232.34";"11";"6";"2";"6";"N";"0.29";"1.77";"0.44";"-2.53";"-7.39";"2";"MOL";"-1";"27";"15";"7";"2";"427.0294";"1.11";"ACID";"C10H15N5O10P2";"Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1";"CIKGWCTVFSRMJU-KVQBGUIXSA-N";"InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1";"False";"-1";"['dGDP']";"['deoxyguanosine diphosphate']"
"CHEMBL1086150";"";"";"Small molecule";"";"464.42";"2";"3";"-0.01";"175.37";"11";"6";"2";"5";"N";"0.35";"8.62";"None";"0.41";"0.38";"2";"MOL";"-1";"33";"11";"6";"2";"464.1319";"2.09";"NEUTRAL";"C22H24O11";"COc1cc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)ccc1O";"KZQCCKUDYVSOLC-YMTXFHFDSA-N";"InChI=1S/C22H24O11/c1-30-15-4-9(2-3-11(15)24)14-7-13(26)18-12(25)5-10(6-16(18)32-14)31-22-21(29)20(28)19(27)17(8-23)33-22/h2-6,14,17,19-25,27-29H,7-8H2,1H3/t14-,17+,19+,20-,21+,22+/m0/s1";"False";"-1";"['11']";"['homoeriodictyol 7-O-beta-D-glucopyranoside']"
"CHEMBL3634183";"";"";"Small molecule";"";"477.72";"5";"12";"-0.16";"212.37";"12";"6";"2";"6";"N";"0.18";"0.87";"2.11";"-2.48";"-5.16";"2";"MOL";"-1";"28";"14";"6";"2";"476.9676";"0.92";"ACID";"C10H14ClN5O9P2S";"Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(S)OP(=O)(O)O)[C@@H](O)[C@H]1O";"JYRNKRQKTHSDQB-PIORMBHWSA-N";"InChI=1S/C10H14ClN5O9P2S/c11-10-14-7(12)4-8(15-10)16(2-13-4)9-6(18)5(17)3(24-9)1-23-27(22,28)25-26(19,20)21/h2-3,5-6,9,17-18H,1H2,(H,22,28)(H2,12,14,15)(H2,19,20,21)/t3-,5-,6-,9-,27?/m1/s1";"False";"-1";"['8B', '8A']";"['[[(2R,3S,4R,5R)-5-(6-amino-2-chloro-purin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-sulfido-phosphoryl]phosphate', '[[(2R,3S,4R,5R)-5-(6-amino-2-chloro-purin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-sulfido-phosphoryl] phosphate']"
"CHEMBL134478";"";"";"Small molecule";"";"342.30";"1";"1";"-5.40";"189.53";"11";"8";"2";"4";"N";"0.24";"11.25";"None";"-4.70";"-4.70";"0";"MOL";"-1";"23";"11";"8";"2";"342.1162";"2.20";"NEUTRAL";"C12H22O11";"OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O";"DLRVVLDZNNYCBX-NCFXGAEVSA-N";"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11+,12+/m1/s1";"False";"-1";"['19']";"['6-(3,4,5-Trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxymethyl)-tetrahydro-pyran-2,3,4,5-tetraol']"
"CHEMBL1592218";"";"";"Small molecule";"";"447.53";"6";"6";"-3.85";"213.72";"12";"8";"2";"6";"N";"0.20";"12.55";"9.59";"-4.32";"-11.46";"0";"MOL";"-1";"31";"12";"12";"2";"447.2693";"1.93";"BASE";"C19H37N5O7";"CN[C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O";"URWAJWIAIPFPJE-DUJHFQDTSA-N";"InChI=1S/C19H37N5O7/c1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h3,9-18,24-27H,4-7,20-23H2,1-2H3/t9-,10+,11-,12-,13+,14+,15+,16+,17-,18-,19-/m1/s1";"False";"-1";"['SID11112783']";"['SID11112783']"
"CHEMBL610821";"";"";"Small molecule";"";"343.34";"1";"2";"-2.47";"153.62";"11";"6";"2";"5";"N";"0.25";"12.34";"5.94";"-2.64";"-2.66";"1";"MOL";"-1";"24";"11";"6";"2";"343.1492";"0.95";"NEUTRAL";"C13H21N5O6";"C[C@]1(O)C(n2cnc3c2NCN=C3NOCCO)O[C@H](CO)[C@H]1O";"PZSDDHJJIUCVOU-ZFHOVDRXSA-N";"InChI=1S/C13H21N5O6/c1-13(22)9(21)7(4-20)24-12(13)18-6-16-8-10(17-23-3-2-19)14-5-15-11(8)18/h6-7,9,12,15,19-22H,2-5H2,1H3,(H,14,17)/t7-,9-,12?,13-/m1/s1";"False";"-1";"['3w']";"['2-[6-(2-Hydroxy-ethoxyamino)-1,2-dihydro-purin-9-yl]-5-hydroxymethyl-3-methyl-tetrahydro-furan-3,4-diol']"
"CHEMBL227742";"";"";"Small molecule";"";"462.45";"6";"8";"-2.78";"187.76";"12";"7";"2";"9";"N";"0.20";"10.17";"None";"-2.01";"-2.01";"1";"MOL";"-1";"32";"12";"7";"2";"462.1737";"2.22";"NEUTRAL";"C20H30O12";"COc1cc(CCO[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O";"MYOINCYRVGGFRT-LTRJMQNCSA-N";"InChI=1S/C20H30O12/c1-28-12-6-10(2-3-11(12)22)4-5-29-18-16(25)15(24)14(23)13(32-18)7-30-19-17(26)20(27,8-21)9-31-19/h2-3,6,13-19,21-27H,4-5,7-9H2,1H3/t13-,14-,15+,16-,17+,18-,19-,20-/m1/s1";"False";"-1";"['5']";"['2-(4-hydroxy-3-methoxyphenyl)ethanol 1-O-[beta-D-apiofuranosyl-(1-6)-beta-D-glucopyranoside']"
"CHEMBL355685";"";"";"Small molecule";"";"462.61";"2";"4";"-0.18";"229.54";"14";"8";"2";"18";"N";"0.13";"None";"10.77";"0.54";"-8.46";"2";"MOL";"-1";"33";"14";"12";"2";"462.3404";"-0.43";"BASE";"C19H38N14";"Nc1nc(N)nc(NCCCNCCCCCCCNCCCNc2nc(N)nc(N)n2)n1";"UBHHLNPIESKREB-UHFFFAOYSA-N";"InChI=1S/C19H38N14/c20-14-28-15(21)31-18(30-14)26-12-6-10-24-8-4-2-1-3-5-9-25-11-7-13-27-19-32-16(22)29-17(23)33-19/h24-25H,1-13H2,(H5,20,21,26,28,30,31)(H5,22,23,27,29,32,33)";"False";"-1";"['9']";"['2N-(3-{7-[3-(4,6-diamino-1,3,5-triazin-2-ylamino)propylamino]heptylamino}propyl)-1,3,5-triazine-2,4,6-triamine']"
"CHEMBL2347626";"";"Spermidine bis-1-NapG";"Small molecule";"";"481.65";"2";"2";"5.33";"107.85";"3";"7";"2";"11";"N";"0.09";"None";"10.60";"4.53";"-2.09";"4";"MOL";"-1";"36";"7";"7";"2";"481.2954";"-0.29";"BASE";"C29H35N7";"N=C(NCCCCNCCCNC(=N)Nc1cccc2ccccc12)Nc1cccc2ccccc12";"KMORODMDBUTZGM-UHFFFAOYSA-N";"InChI=1S/C29H35N7/c30-28(35-26-16-7-12-22-10-1-3-14-24(22)26)33-20-6-5-18-32-19-9-21-34-29(31)36-27-17-8-13-23-11-2-4-15-25(23)27/h1-4,7-8,10-17,32H,5-6,9,18-21H2,(H3,30,33,35)(H3,31,34,36)";"False";"-1";"['Spermidine bis-1-NapG']";"['1-(1-naphthyl)-3-[3-[4-[[N-(1-naphthyl)carbamimidoyl]amino]butylamino]propyl]guanidine']"
"CHEMBL2347627";"";"Spermidine bis-2-NapG";"Small molecule";"";"481.65";"3";"3";"5.33";"107.85";"3";"7";"2";"11";"N";"0.09";"None";"10.55";"4.53";"-2.07";"4";"MOL";"-1";"36";"7";"7";"2";"481.2954";"-0.31";"BASE";"C29H35N7";"N=C(NCCCCNCCCNC(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1";"WXOMRQWOWZSVHC-UHFFFAOYSA-N";"InChI=1S/C29H35N7/c30-28(35-26-14-12-22-8-1-3-10-24(22)20-26)33-18-6-5-16-32-17-7-19-34-29(31)36-27-15-13-23-9-2-4-11-25(23)21-27/h1-4,8-15,20-21,32H,5-7,16-19H2,(H3,30,33,35)(H3,31,34,36)";"False";"-1";"['Spermidine bis-2-NapG']";"['1-(2-naphthyl)-3-[3-[4-[[N-(2-naphthyl)carbamimidoyl]amino]butylamino]propyl]guanidine']"
"CHEMBL2303864";"";"";"Small molecule";"";"396.39";"2";"6";"-4.63";"193.19";"11";"7";"2";"6";"N";"0.23";"11.95";"9.10";"-4.46";"-6.14";"0";"MOL";"-1";"27";"12";"8";"2";"396.1744";"1.66";"BASE";"C15H28N2O10";"CO[C@@H]1O[C@@H](CN)[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1NC(C)=O";"BEFWKCBTHMLIFG-YHOZVVGESA-N";"InChI=1S/C15H28N2O10/c1-5(19)17-8-10(21)13(6(3-16)25-14(8)24-2)27-15-12(23)11(22)9(20)7(4-18)26-15/h6-15,18,20-23H,3-4,16H2,1-2H3,(H,17,19)/t6-,7-,8-,9-,10+,11-,12-,13+,14+,15-/m0/s1";"False";"-1";"['6']";"['N-[6-Aminomethyl-4-hydroxy-2-methoxy-5-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-tetrahydro-pyran-3-yl]-acetamide']"
"CHEMBL609663";"";"";"Small molecule";"";"353.34";"1";"1";"-0.79";"165.97";"11";"6";"2";"4";"N";"0.23";"12.34";"6.69";"-0.68";"-0.70";"2";"MOL";"-1";"25";"11";"6";"2";"353.1335";"1.01";"NEUTRAL";"C14H19N5O6";"COC(=N)c1cn(C2O[C@H](CO)[C@@H](O)[C@@]2(C)O)c2ncnc(NO)c12";"UMYYGUZQXUGDRS-NUTGARJGSA-N";"InChI=1S/C14H19N5O6/c1-14(22)9(21)7(4-20)25-13(14)19-3-6(10(15)24-2)8-11(18-23)16-5-17-12(8)19/h3,5,7,9,13,15,20-23H,4H2,1-2H3,(H,16,17,18)/t7-,9-,13?,14-/m1/s1";"False";"-1";"['27']";"['7-(3,4-Dihydroxy-5-hydroxymethyl-3-methyl-tetrahydro-furan-2-yl)-4-hydroxyamino-7H-pyrrolo[2,3-d]pyrimidine-5-carboximidic acid methyl ester']"
"CHEMBL1204010";"";"";"Small molecule";"";"469.66";"2";"2";"-2.52";"222.36";"11";"6";"2";"7";"N";"0.19";"1.77";"None";"-2.21";"-7.28";"1";"MOL";"-1";"27";"15";"6";"2";"433.0287";"1.40";"ACID";"C10H18ClN3O12P2";"CO/N=c1\ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Cl";"BVTIAMPBWIRHKX-BKZSBQMKSA-N";"InChI=1S/C10H17N3O12P2.ClH/c1-22-12-6-2-3-13(10(16)11-6)9-8(15)7(14)5(24-9)4-23-27(20,21)25-26(17,18)19;/h2-3,5,7-9,14-15H,4H2,1H3,(H,20,21)(H,11,12,16)(H2,17,18,19);1H/t5-,7-,8-,9-;/m1./s1";"False";"-1";"['7']";"['[({[(2R,3S,4R,5R)-3,4-dihydroxy-5-[(4E)-4-(methoxyimino)-2-oxo-1,2,3,4-tetrahydropyrimidin-1-yl]oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid hydrochloride']"
"CHEMBL147455";"";"";"Small molecule";"";"402.36";"3";"3";"-4.39";"201.85";"11";"6";"2";"6";"N";"0.20";"9.62";"10.47";"-4.73";"-6.12";"1";"MOL";"-1";"28";"13";"7";"2";"402.1387";"1.42";"BASE";"C15H22N4O9";"N/C=N/C[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O";"SRKPSJFMWNAHDA-RBUSVLPKSA-N";"InChI=1S/C15H22N4O9/c16-5-17-3-6-9(21)12(24)14(28-6)26-4-7-10(22)11(23)13(27-7)19-2-1-8(20)18-15(19)25/h1-2,5-7,9-14,21-24H,3-4H2,(H2,16,17)(H,18,20,25)/t6-,7-,9-,10-,11-,12-,13-,14-/m1/s1";"False";"-1";"['VI', 'Table S1, R5C1', '10b']";"['1-[5-[3,4-dihydroxy-5-iminomethylaminomethyl-(2R,3R,4R,5R)-tetrahydro-2-furanyloxymethyl]-3,4-dihydroxy-(2R,3R,4R,5R)-tetrahydro-2-furanyl]-1,2,3,4-tetrahydro-2,4-pyrimidinedione', 'N-(((2R,3S,4R,5R)-5-(((2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methoxy)-3,4-dihydroxytetrahydrofuran-2-yl)methyl)formimidamide', 'N-(((2R,3S,4R,5R)-5-(((2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methoxy)-3,4-dihydroxytetrahydrofuran-2-yl)methyl)formimidamide']"
"CHEMBL1237068";"LACTULOSE";"ACILAC|CEPHULAC|CHOLAC|CHRONULAC|CONSTILAC|CONSTULOSE|DUPHALAC|ENULOSE|EVALOSE|GENERLAC|HEPTALAC|LACTULOSE|LAXILOSE|PORTALAC";"Small molecule";"";"360.31";"1";"1";"-5.40";"189.53";"11";"8";"2";"5";"N";"0.24";"10.28";"None";"-4.53";"-4.53";"0";"MOL";"-1";"23";"11";"8";"2";"342.1162";"2.17";"NEUTRAL";"C12H24O12";"O.OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O";"XVCHNXZRPZGVJA-MILSHCHSSA-N";"InChI=1S/C12H22O11.H2O/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19;/h4-11,13-20H,1-3H2;1H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-;/m1./s1";"False";"-1";"['SID49648466']";"['SID49648466']"
"CHEMBL2338674";"";"";"Small molecule";"";"444.14";"1";"2";"-2.52";"201.28";"11";"7";"2";"0";"N";"0.19";"1.80";"5.03";"-2.93";"-5.00";"1";"MOL";"-1";"24";"13";"8";"2";"363.0580";"1.09";"ACID";"C10H15BrN5O8P";"Br.Nc1nc2c(c(=O)[nH]1)N[C@@H]1[C@H](N2)O[C@@H]2COP(=O)(O)O[C@@H]2C1(O)O";"NKQPERIISGIRLV-KGZDAJGASA-N";"InChI=1S/C10H14N5O8P.BrH/c11-9-14-6-3(7(16)15-9)12-4-8(13-6)22-2-1-21-24(19,20)23-5(2)10(4,17)18;/h2,4-5,8,12,17-18H,1H2,(H,19,20)(H4,11,13,14,15,16);1H/t2-,4-,5+,8-;/m1./s1";"False";"-1";"['1.Hbr']";"['(4aR,5aR,11aR,12aS)-8-Amino-2,12,12-trihydroxy-4,4a,5a,6,9,10,11,11a,12,12a-decahydro-2H-1,3,5-trioxa-6,7,9,11-tetraaza-2lambda5-phosphatetracene-2,10-dione Hydrobromide']"
"CHEMBL1254452";"";"";"Small molecule";"";"463.58";"6";"12";"-3.59";"213.72";"12";"8";"2";"6";"N";"0.19";"12.55";"10.01";"-3.57";"-11.56";"0";"MOL";"-1";"32";"12";"12";"2";"463.3006";"1.67";"BASE";"C20H41N5O7";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"XUFIWSHGXVLULG-IDLVJFIQSA-N";"InChI=1S/C20H41N5O7/c1-8(21)12-5-4-9(22)18(30-12)31-15-10(23)6-11(24)16(13(15)26)32-19-14(27)17(25-3)20(2,28)7-29-19/h8-19,25-28H,4-7,21-24H2,1-3H3/t8-,9-,10+,11-,12+,13+,14-,15-,16+,17-,18-,19-,20+/m1/s1";"False";"-1";"['Gentamicin', 'Gentamicin', 'Gentamicin']";"['Gentamicin', 'Gentamicin', 'Gentamicin']"
"CHEMBL1229953";"";"Alpha-1,2-Mannobiose";"Small molecule";"";"342.30";"22";"79";"-5.40";"189.53";"11";"8";"2";"4";"N";"0.24";"11.27";"None";"-4.70";"-4.70";"0";"MOL";"-1";"23";"11";"8";"2";"342.1162";"2.09";"NEUTRAL";"C12H22O11";"OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O";"HIWPGCMGAMJNRG-LBGGPIGOSA-N";"InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9+,10+,11+,12-/m1/s1";"False";"-1";"['8']";"['alpha-1,2-Mannobiose']"
"CHEMBL471482";"";"";"Small molecule";"";"478.41";"1";"2";"-0.24";"199.51";"12";"7";"2";"5";"N";"0.25";"6.38";"None";"0.00";"-1.12";"3";"MOL";"-1";"34";"12";"7";"2";"478.1111";"2.05";"ACID";"C22H22O12";"COc1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c2c1=O";"PCBCGLHWIGZJQI-UKWZQOBBSA-N";"InChI=1S/C22H22O12/c1-31-21-17(28)15-11(26)5-9(24)6-13(15)32-20(21)8-2-3-12(10(25)4-8)33-22-19(30)18(29)16(27)14(7-23)34-22/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3/t14-,16-,18+,19-,22-/m1/s1";"False";"-1";"["Quercetin-3-Me-4'-R1"]";"['5,7-dihydroxy-2-(3-hydroxy-4-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)phenyl)-3-methoxy-4H-chromen-4-one']"
"CHEMBL464746";"PTEROSUPIN";"Pterosupin";"Small molecule";"";"452.41";"1";"13";"-0.71";"197.37";"11";"8";"2";"7";"N";"0.25";"8.25";"None";"-0.10";"-0.16";"2";"MOL";"-1";"32";"11";"8";"2";"452.1319";"1.78";"NEUTRAL";"C21H24O11";"O=C(CC(O)c1ccc(O)cc1)c1ccc(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O";"ILCFBPOKGGZIAL-BKNVHQPNSA-N";"InChI=1S/C21H24O11/c22-8-15-17(28)18(29)19(30)21(31-15)32-20-12(24)6-5-11(16(20)27)14(26)7-13(25)9-1-3-10(23)4-2-9/h1-6,13,15,17-19,21-25,27-30H,7-8H2/t13?,15-,17-,18+,19-,21+/m1/s1";"False";"-1";"['2', '2']";"['pterosupin', 'Pterosupin']"
"CHEMBL468396";"SWERTIANOLIN";"swertianolin";"Small molecule";"";"436.37";"5";"5";"-0.46";"179.28";"11";"6";"2";"4";"N";"0.29";"7.98";"None";"0.27";"0.17";"3";"MOL";"-1";"31";"11";"6";"2";"436.1006";"2.10";"NEUTRAL";"C20H20O11";"COc1cc(O)c2c(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc(O)c3oc2c1";"XMVBNLMKPMPWAX-DIKOWXHZSA-N";"InChI=1S/C20H20O11/c1-28-7-4-9(23)13-11(5-7)29-19-8(22)2-3-10(14(19)16(13)25)30-20-18(27)17(26)15(24)12(6-21)31-20/h2-5,12,15,17-18,20-24,26-27H,6H2,1H3/t12-,15-,17+,18-,20-/m1/s1";"False";"-1";"['11', '6', '15']";"['swertianolin', 'swertianolin', '1,5-dihydroxy-3-methoxy-8-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)-9H-xanthen-9-one']"
"CHEMBL2205022";"";"";"Small molecule";"";"462.31";"1";"3";"-2.02";"252.21";"11";"7";"2";"9";"N";"0.20";"2.42";"0.46";"-2.88";"-10.86";"2";"MOL";"-1";"31";"16";"8";"2";"462.0900";"0.78";"ACID";"C14H19N6O10P";"Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)N[C@@H](CC(=O)O)C(=O)O)O2)c(=O)[nH]1";"VWLXTJMVNIRCQP-RULNZFCNSA-N";"InChI=1S/C14H19N6O10P/c15-14-17-11-10(12(24)18-14)16-4-20(11)8-2-6(21)7(30-8)3-29-31(27,28)19-5(13(25)26)1-9(22)23/h4-8,21H,1-3H2,(H,22,23)(H,25,26)(H2,19,27,28)(H3,15,17,18,24)/t5-,6-,7+,8+/m0/s1";"False";"-1";"['389, Asp-dGMP']";"['(2S)-2-((((2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9(6H)-yl)-3-hydroxytetrahydrofuran-2-yl)methoxy)(hydroxy)phosphorylamino)succinic acid']"
"CHEMBL326048";"";"";"Small molecule";"";"396.39";"2";"2";"-4.63";"193.19";"11";"7";"2";"6";"N";"0.23";"12.14";"8.81";"-4.46";"-5.87";"0";"MOL";"-1";"27";"12";"8";"2";"396.1744";"1.48";"BASE";"C15H28N2O10";"COC1OC(CO)C(OC2OC(CO)C(O)C(N)C2O)C(O)C1NC(C)=O";"IGFUZMWSENIJDZ-UHFFFAOYSA-N";"InChI=1S/C15H28N2O10/c1-5(20)17-9-12(23)13(7(4-19)26-14(9)24-2)27-15-11(22)8(16)10(21)6(3-18)25-15/h6-15,18-19,21-23H,3-4,16H2,1-2H3,(H,17,20)";"False";"-1";"['9']";"['N-[5-(4-Amino-3,5-dihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-4-hydroxy-6-hydroxymethyl-2-methoxy-tetrahydro-pyran-3-yl]-acetamide']"
